n,permutation,r_orb,a_coefficients,b_coefficients,alpha
9,071623458,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,071623485,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,071623548,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071623584,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071623845,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071624358,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071624538,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071624583,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071625348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071628345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071632458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071634258,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071634528,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071634582,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071642358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071652348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071682345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071823456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,071823465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071823546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071823564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071823645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071824356,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071824536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071824563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071825346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071826345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071832456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,071834256,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071834526,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071834562,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071842356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071852346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,071862345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072134568,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,072134586,0,0-0-0-0-0-0-4-8-3-0,0-0-0-0-0-0-4-8-5-1,4-8-3
9,072134658,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,072134685,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072134856,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072135468,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,072135648,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072135684,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072136458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072138456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072143568,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,072145368,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072145638,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072145683,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072153468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072163458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072183456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072314568,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,072314586,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,072314658,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072314685,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072314856,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072315468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072315648,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072315684,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072316458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072318456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072341568,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,072341586,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,072341658,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072341685,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072341856,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072345168,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,072345186,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,072345618,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,072345681,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,072345816,1,0-0-0-0-0-0-2-5-2-1,0-0-0-0-0-0-2-5-4-1,2-5-2
9,072345861,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,072346158,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072346185,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072346518,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072346581,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072346815,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072346851,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072348156,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072348516,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072348561,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072351468,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,072351648,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072351684,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072354168,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072354618,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072354681,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072356148,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072356184,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072356418,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072356481,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072356814,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072356841,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072361458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072364158,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072364518,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072364581,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072381456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072384156,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072384516,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072384561,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072413568,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,072415368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072415638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072415683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072431568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072435168,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072435618,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072435681,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072451368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072451638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072451683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072453168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072453618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072453681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456138,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456183,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456318,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456381,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456813,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072456831,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072513468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072531468,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072534168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072534618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072534681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072613458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072631458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072634158,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072634518,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072634581,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072813456,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,072831456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072834156,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072834516,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,072834561,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073124568,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,073124586,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,073124658,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073124685,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073124856,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073125468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073125648,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073125684,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073126458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073128456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073142568,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,073145268,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073145628,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073145682,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073152468,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073162458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073182456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073214568,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,073241568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073245168,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073245618,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073245681,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,073412568,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,073415268,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073415628,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073415682,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073421568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073425168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073425618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073425681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073451268,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073451628,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073451682,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073452168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073452618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073452681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456128,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456182,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456218,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456281,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456812,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073456821,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073512468,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073612458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,073812456,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074123568,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,074123586,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,074123658,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,074123685,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074123856,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074125368,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,074125638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074125683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074126358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074128356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074132568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,074135268,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074135628,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074135682,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074152368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074162358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074182356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074213568,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,074231568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074235168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074235618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074235681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074312568,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074512368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074612358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,074812356,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075123468,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,075123486,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,075123648,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,075123684,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075123846,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075124368,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,075124638,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075124683,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075126348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075128346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075132468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,075134268,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075134628,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075134682,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075142368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075162348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075182346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075213468,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,075231468,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075234168,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075234618,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075234681,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075312468,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075412368,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075612348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,075812346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076123458,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,076123485,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,076123548,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,076123584,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076123845,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076124358,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,076124538,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076124583,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076125348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076128345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076132458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,076134258,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076134528,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076134582,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076142358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076152348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076182345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076213458,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,076231458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076234158,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076234518,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076234581,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076312458,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076412358,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,076512348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
